product_id,product_name,grna_map,description,source_filename,source_doi
5669,Protopanaxatriol,N/A,"Core triterpene aglycone precursor for PPT-type saponins, produced by engineered yeast chassis strain through optimization of PgCYP716A53v2 cytochrome P450",10.1016_j.ymben.2021.04.006.pdf,10.1016/j.ymben.2021.04.006
5680,Maltotriose,N/A,"Oligosaccharide produced during starch hydrolysis by Rhynchosia root extract, representing 17% of total sugars but not utilized by the microorganisms during fermentation.",10.1016_s0168-1605(96)01195-6.pdf,10.1016/S0168-1605(96)01195-6
5691,Piceid,N/A,"Yeast transformants produced resveratrol L-glucoside (piceid), which was converted to free resveratrol by L-glucosidase treatment.",10.1016_S1567-1356(03)00157-0.pdf,10.1016/S1567-1356(03)00157-0
5694,Ethyl crotonate,N/A,"An intermediate ester produced from crotonyl-CoA and ethanol, accumulated when butyryl-CoA dehydrogenase (Bcd) was rate-limiting. Production decreased when Bcd was replaced with trans-enoyl-CoA reductase (Ter).",10.1021_acs.jafc.0c00750.pdf,10.1021/acs.jafc.0c00750
5696,Ethyl Lactate,N/A,"Engineered Saccharomyces cerevisiae strain α(L)-tCP-tAeΔpor2 produced 420.48 ± 6.03 mg/L ethyl lactate through introduction of propionyl coenzyme A transferase (Pct) and alcohol acyltransferase (AAT) genes, increased gene copy numbers, and knockout of porin gene por2 to impede mitochondrial pyruvate transport.",10.1111_jam.13377.pdf,10.1111/jam.13377
5704,4-Hydroxy-2(or 5)-ethyl-5(or 2)-methyl-3(2H)-furanone,N/A,"A high-value flavor compound with caramel-like aroma, produced in engineered Saccharomyces cerevisiae through metabolic engineering and enzyme engineering of enone oxidoreductase.",10.1021_acs.jafc.2c03306.pdf,10.1021/acs.jafc.2c03306
5707,Cannabidiolic Acid,N/A,"Intermediate in CBD biosynthesis pathway, converted from cannabigerolic acid by cannabidiol acid synthase (CBDAS) in engineered yeast.",10.1021_acs.jafc.2c05468.pdf,10.1021/acs.jafc.2c05468
5708,Cannabigerolic Acid,N/A,"Key intermediate in cannabinoid biosynthesis pathway, transported from cytoplasm to vacuole by BPT1 transporter to enhance CBD production efficiency.",10.1021_acs.jafc.2c05468.pdf,10.1021/acs.jafc.2c05468
5709,Olivetolic Acid,N/A,"Precursor compound in CBD biosynthesis pathway formed from malonyl coenzyme A and hexanoyl coenzyme A, with production optimized through metabolic engineering.",10.1021_acs.jafc.2c05468.pdf,10.1021/acs.jafc.2c05468
5727,Kaempferol,N/A,"Polyphenolic flavonoid with health benefits including antioxidant, anti-inflammatory, anticancer, and anti-atherogenic activities. Engineered Saccharomyces cerevisiae achieved 86 mg/L production via metabolic engineering strategies.",10.1186_s12934-017-0774-x.pdf,10.1186/s12934-017-0774-x
5742,Betaine,N/A,"Compound accumulated during fermentation, particularly from whole wheat flour, reaching up to 0.63 g/L.",10.1021_acsomega.0c01352.pdf,10.1021/acsomega.0c01352
5745,1-Octanol,N/A,C8:0 fatty alcohol produced via engineered pathway in Saccharomyces cerevisiae using carboxylic acid reductase (CAR) from Mycobacterium marinum and phosphopantetheinyl transferase (SFP) from Bacillus subtilis to convert accumulated free fatty acids.,10.1021_acsomega.7b00065.pdf,10.1021/acsomega.7b00065
5746,1-Decanol,N/A,C10:0 fatty alcohol synthesized by engineered S. cerevisiae strain through CAR/SFP conversion of free fatty acids accumulated via deletion of FAA1 and FAA4 genes.,10.1021_acsomega.7b00065.pdf,10.1021/acsomega.7b00065
5747,1-Dodecanol,N/A,C12:0 fatty alcohol produced in engineered yeast via metabolic pathway enhancing free fatty acid supply and CAR/SFP enzymatic conversion.,10.1021_acsomega.7b00065.pdf,10.1021/acsomega.7b00065
5748,1-Tetradecanol,N/A,C14:0 fatty alcohol generated from myristic acid by engineered S. cerevisiae with enhanced FFA accumulation and CAR/SFP expression.,10.1021_acsomega.7b00065.pdf,10.1021/acsomega.7b00065
5750,cis-9-Hexadecenol,N/A,"C16:1 unsaturated fatty alcohol, the most abundant product (up to 14.1 mg/L) from palmitoleic acid via engineered yeast pathway with CAR/SFP.",10.1021_acsomega.7b00065.pdf,10.1021/acsomega.7b00065
5751,1-Octadecanol,N/A,C18:0 fatty alcohol synthesized from stearic acid by engineered S. cerevisiae strain with enhanced FFA accumulation and CAR/SFP conversion.,10.1021_acsomega.7b00065.pdf,10.1021/acsomega.7b00065
5752,cis-9-Octadecenol,N/A,C18:1 unsaturated fatty alcohol produced from oleic acid via CAR/SFP pathway in metabolically engineered yeast.,10.1021_acsomega.7b00065.pdf,10.1021/acsomega.7b00065
5765,Enhanced Green Fluorescent Protein (EGFP),N/A,"Reporter protein expressed under control of the CuIGR4 system, showing 72-fold induction with 20 μM copper addition and 2.7-fold higher expression compared to direct CUP1 promoter control.",10.1021_acssynbio.1c00378.pdf,10.1021/acssynbio.1c00378
5785,Prodeoxyviolacein,N/A,"A heterologous product synthesized in Y. lipolytica via assembly of the vioABE pathway, used to test feasibility of the Yl-TU assembly toolkit.",10.1021_acssynbio.8b00360.pdf,10.1021/acssynbio.8b00360
5789,Steviol Glucosides,N/A,"Sweeteners including stevioside, rebaudioside A, Reb D, and Reb M, produced by glucosylating steviol with UDP-glucosyltransferases",10.1021_acssynbio.8b00470.pdf,10.1021/acssynbio.8b00470
5790,Kaurene,N/A,"Diterpene intermediate produced from glucose via mevalonate pathway, GGPPS, CPPS, and KS enzymes",10.1021_acssynbio.8b00470.pdf,10.1021/acssynbio.8b00470
5791,Kaurenoic Acid,N/A,"Oxidized intermediate from kaurene via KO activity, accumulates when KAH activity is limiting",10.1021_acssynbio.8b00470.pdf,10.1021/acssynbio.8b00470
5793,"(S)-1,2-Phenylethanediol",N/A,"Engineered Saccharomyces cerevisiae produced approximately 100 mg/L of (S)-phenylethanediol after 96 h cultivation via artificial enzyme cascades from L-phenylalanine. The pathway involves PAL2, FDC1, SMO, and SpEH enzymes with enantiomeric purity above 97%.",10.1021_acssynbio.9b00123.pdf,10.1021/acssynbio.9b00123
5794,"(R)-1,2-Phenylethanediol",N/A,"Engineered Saccharomyces cerevisiae produced approximately 110 mg/L of (R)-phenylethanediol after 96 h cultivation via artificial enzyme cascades from L-phenylalanine. The pathway involves PAL2, FDC1, SMO, and StEH enzymes with enantiomeric purity above 99%.",10.1021_acssynbio.9b00123.pdf,10.1021/acssynbio.9b00123
5799,"cis,cis-Muconic Acid",N/A,"A six-carbon dicarboxylic acid with two conjugated double bonds, used as a platform chemical for nylon, polyurethanes, terephthalic acid, and functional resins/plastics. Engineered Saccharomyces cerevisiae strain produced 20.8 g/L in fed-batch fermentation.",10.1128_AEM.03472-16.pdf,10.1128/AEM.03472-16
5821,Quinic acid,N/A,Organic acid monitored during fermentation; no remarkable differences due to SO2 treatment.,10.1021_jf021015e.pdf,10.1021/jf021015e
5826,2-Methylbutanol,N/A,Higher alcohol derived from isoleucine; affected by SO2 treatment.,10.1021_jf021015e.pdf,10.1021/jf021015e
5827,3-Methylbutanol,N/A,Higher alcohol derived from leucine; affected by SO2 treatment.,10.1021_jf021015e.pdf,10.1021/jf021015e
5834,Selenomethionine-enriched yeast biomass,N/A,"Engineered Saccharomyces cerevisiae biomass containing high concentrations of organically bound selenium, primarily as selenomethionine, produced via continuous fermentation with optimized selenium/sulfur ratios",10.1021_jf981198y.pdf,10.1021/jf981198y
5838,20S-O-β-(D-glucosyl)-dammarenediol II,N/A,Novel compound (DMG) produced as intermediate during CK biosynthesis through glucosylation of dammarenediol II by UGTPg1,10.1038_cr.2014.28.pdf,10.1038/cr.2014.28
5849,Nootkatol,N/A,"Intermediate in nootkatone biosynthesis, produced at 30 mg/L by engineered E. coli and S. cerevisiae co-culture",10.1038_nbt.3095.pdf,10.1038/nbt.3095
5861,Alkanes,N/A,"Production of alkanes from FFAs via a pathway involving carboxylic acid reductase (CAR) and aldehyde deformylating oxygenase (ADO), achieving the highest reported titre in S. cerevisiae.",10.1038_ncomms11709.pdf,10.1038/ncomms11709
5865,(S)-N-Methylcanadine,N/A,Protoberberine alkaloid intermediate produced early in the noscapine pathway via PsTNMT activity in engineered yeast.,10.1038_ncomms12137.pdf,10.1038/ncomms12137
5866,(S)-1-Hydroxy-N-methylcanadine,N/A,"Protoberberine intermediate synthesized by CYP82Y1 in yeast, optimized for high titers through promoter and temperature engineering.",10.1038_ncomms12137.pdf,10.1038/ncomms12137
5867,"1,13-Dihydroxy-N-methylcanadine",N/A,"Pathway intermediate generated via CYP82X2 activity, structurally validated through NMR in yeast production.",10.1038_ncomms12137.pdf,10.1038/ncomms12137
5869,1-Hydroxy-13-O-acetyl-N-methylcanadine,N/A,"Acetylated protoberberine intermediate formed by PsAT1, serving as a substrate for downstream secoberberine conversion.",10.1038_ncomms12137.pdf,10.1038/ncomms12137
5870,4′-O-Desmethyl-3-O-acetylpapaveroxine,N/A,"Secoberberine alkaloid synthesized by CYP82X1, structurally unique and validated via NMR in yeast.",10.1038_ncomms12137.pdf,10.1038/ncomms12137
5871,Narcotolinehemiacetal,N/A,"Cyclized intermediate produced spontaneously or via PsCXE1 activity, convertible to narcotoline by PsSDR1.",10.1038_ncomms12137.pdf,10.1038/ncomms12137
5887,δ-2-Carene,N/A,"Monoterpene hydrocarbon synthesized in engineered yeast. Industrial applications include flavors, antibacterials, insecticides, and green plastics.",10.1038_s41467-019-11290-x.pdf,https://doi.org/10.1038/s41467-019-11290-x
5888,α-Phellandrene,N/A,"Monoterpene produced via orthogonal pathway in yeast. Used in flavors, antibacterial agents, insecticides, and high-density biofuels.",10.1038_s41467-019-11290-x.pdf,https://doi.org/10.1038/s41467-019-11290-x
5889,α-Terpinene,N/A,"Monoterpene scaffold generated by engineered yeast. Employed in flavorings, antimicrobial products, and renewable materials.",10.1038_s41467-019-11290-x.pdf,https://doi.org/10.1038/s41467-019-11290-x
5891,α-Pinene,N/A,"Bicyclic monoterpene synthesized using engineered enzymes. Applications include fragrances, flavors, insecticides, and high-density renewable fuels.",10.1038_s41467-019-11290-x.pdf,https://doi.org/10.1038/s41467-019-11290-x
5904,Spermidine,N/A,"Produced at 2.3 g/L in fed-batch cultures via systematic engineering of Saccharomyces cerevisiae metabolism, serving as a central metabolite for polyamine analogues.",10.1038_s41929-021-00631-z.pdf,https://doi.org/10.1038/s41929-021-00631-z
5910,Fluorinated polyamine analogues,N/A,"Unnatural halogenated polyamine-hydroxycinnamic acid conjugates (e.g., N1-3-fluorocoumaroyl spermidine) synthesized via enzyme promiscuity and feeding fluorinated precursors.",10.1038_s41929-021-00631-z.pdf,https://doi.org/10.1038/s41929-021-00631-z
5922,"3-O-β-D-glucopyranosyl-dammar-24-ene-3β,20S-diol",N/A,Bioactive dammarenediol-II glucoside produced de novo in engineered Saccharomyces cerevisiae via metabolic engineering and CRISPR/Cas9 optimization. Exhibits anti-colon cancer activity. Achieved titer of 2.4 g/L in fed-batch fermentation.,10.1039_C8GC04066D.pdf,10.1039/c8gc04066d
5923,"20-O-β-D-glucopyranosyl-dammar-24-ene-3β,20S-diol",N/A,Bioactive dammarenediol-II glucoside synthesized in engineered Saccharomyces cerevisiae using codon-optimized genes and metabolic pathway refactoring. Demonstrates enhanced anti-colon cancer properties. Reached 5.6 g/L titer in bioreactor fermentation.,10.1039_C8GC04066D.pdf,10.1039/c8gc04066d
5924,7α-hydroxylated dehydroepiandrosterone,N/A,Engineered Saccharomyces cerevisiae expressing cytochrome P450 monooxygenase (CYP7B1) converts dehydroepiandrosterone (DHEA) into 7α-OH-DHEA using a bioelectrocatalysis system (BES) with neutral red-mediated extracellular electron transfer to regenerate NAD(P)H cofactors.,10.1039_C9CY01288E.pdf,10.1039/C9CY01288E
5928,(+)-Nootkatone,N/A,"Synthesized from β-nootkatol oxidation by alcohol dehydrogenase (ADH1) in engineered S. cerevisiae. Optimized strains produced 53.7 mg/L ethyl acetate. Used in flavors, fragrances, and as an insect repellent.",10.1186_s12934-020-1295-6.pdf,https://doi.org/10.1186/s12934-020-1295-6
5936,16α-hydroxy-β-amyrin,N/A,"Hydroxylated sapogenin produced by engineered yeast expressing β-amyrin synthase and CYP716Y1, which catalyzes C-16α hydroxylation of β-amyrin.",10.1073_pnas.1323369111.pdf,10.1073/pnas.1323369111
5937,16α-hydroxy-α-amyrin,N/A,"Hydroxylated sapogenin produced by engineered yeast expressing α-amyrin synthase and CYP716Y1, enabling C-16α hydroxylation of α-amyrin.",10.1073_pnas.1323369111.pdf,10.1073/pnas.1323369111
5938,"3β,16α-dihydroxyolean-12-en-28-al",N/A,"Combinatorial sapogenin with hydroxylation at C-16 and oxidation to aldehyde at C-28, synthesized in yeast co-expressing CYP716Y1 and CYP716A12 with β-amyrin synthase.",10.1073_pnas.1323369111.pdf,10.1073/pnas.1323369111
5939,3-O-β-D-glucopyranosyl oleanolic acid,N/A,"Monoglucosylated saponin produced in yeast expressing β-amyrin synthase, CYP716A12 (for C-28 oxidation), and UGT73C11 (for C-3 glucosylation).",10.1073_pnas.1323369111.pdf,10.1073/pnas.1323369111
5940,3-O-β-D-glucopyranosyl echinocystic acid,N/A,"Monoglucosylated saponin synthesized in yeast via combinatorial expression of β-amyrin synthase, CYP716Y1 (C-16 hydroxylation), CYP716A12 (C-28 oxidation), and UGT73C11 (C-3 glucosylation).",10.1073_pnas.1323369111.pdf,10.1073/pnas.1323369111
5949,Nystose,N/A,Fructooligosaccharide produced via enzymatic transfructosylation using invertases from Saccharomyces cerevisiae CAT-1 and Rhodotorula mucilaginosa at high sucrose concentrations.,10.1080_10826068.2018.1466155.pdf,https://doi.org/10.1080/10826068.2018.1466155
5953,3-methylthio-1-propanol,N/A,"Enhanced production via co-expression of aminotransferase gene ARO8 and decarboxylase gene ARO10 in engineered Saccharomyces cerevisiae strain S810, achieving 3.24 g/L yield in fed-batch fermentation.",10.1021_jf021015e.pdf,10.1021/jf021015e
5977,Taxadiene,N/A,"Engineered Saccharomyces cerevisiae strains produced taxadiene, a key intermediate in paclitaxel (anti-cancer drug) biosynthesis, achieving a 25-fold improvement via solubility-enhanced taxadiene synthase (TXS-MBP fusion).",10.1186_s12934-020-01458-2.pdf,https://doi.org/10.1186/s12934-020-01458-2
6002,Higher Alcohols,N/A,"Includes 2-phenylethanol, 2-methyl-1-butanol, 3-methyl-1-butanol, 1-propanol, and 2-methyl-1-propanol; concentrations varied significantly (P<0.001) among strains, impacting wine flavor.",10.1111_j.1472-765X.2005.01713.x.pdf,10.1111/j.1472-765X.2005.01713.x
6009,4-vinylguaiacol,N/A,"Vinylphenol produced from ferulic acid via engineered yeast metabolism, involved in off-flavor development during wine fermentation.",10.1111_j.1472-765X.2010.02878.x.pdf,10.1111/j.1472-765X.2010.02878.x
6011,nisin,N/A,"Antimicrobial peptide produced by engineered yeast via introduced Lactococcus lactis genes (NisA, B, C, P) to inhibit lactic acid bacteria contamination during ethanol fermentation.",10.1111_j.1472-765X.2012.03275.x.pdf,10.1111/j.1472-765X.2012.03275.x
6027,"Higher alcohols (e.g., 2-methylpropanol, 3-methylbutanol)",N/A,"Group of alcohols significantly more abundant in SmF (approximately 5× higher than SSF), influenced by specific strains like genotypes II, IV, and VIII.",10.1111_jam.13377.pdf,10.1111/jam.13377
6032,Hydrogen sulfide,N/A,"Undesirable by-product of alcoholic fermentation in wine production, influenced by nutrient interactions (thiamin, pyridoxine, and YAN). Higher concentrations occur under vitamin-deficient conditions.",10.1111_lam.13217.pdf,10.1111/lam.13217
6086,"2,4,6-Trihydroxydihydrochalcone",N/A,Side product generated from dihydrocinnamoyl-CoA through engineered flavonoid pathway in yeast.,10.1128_AEM.71.6.2962-2969.2005.pdf,10.1128/AEM.71.6.2962-2969.2005
6093,3-Methylbutan-1-ol (Isoamyl alcohol),N/A,Major higher alcohol elevated in GAT1- and CAN1-deleted strains; reduced in BAT2-deleted strains. Critical for Baijiu aroma.,10.1155_2020_6802512.pdf,https://doi.org/10.1155/2020/6802512
6102,alpha-santalene,N/A,Sesquiterpene hydrocarbon precursor produced via metabolic engineering of Saccharomyces cerevisiae to redirect carbon flux through the mevalonate pathway.,10.1186_1475-2859-11-117.pdf,http://www.microbialcellfactories.com/content/11/1/117
